Date,City,Impact
22-10-2012,Portland,mist
22-10-2012,San Francisco,haze
22-10-2012,Seattle,overcast clouds
22-10-2012,Los Angeles,overcast clouds
22-10-2012,San Diego,light intensity drizzle
22-10-2012,Las Vegas,sky is clear
22-10-2012,Phoenix,scattered clouds
22-10-2012,Albuquerque,scattered clouds
22-10-2012,Denver,scattered clouds
22-10-2012,San Antonio,overcast clouds
22-10-2012,Dallas,overcast clouds
22-10-2012,Houston,scattered clouds
22-10-2012,Kansas City,sky is clear
22-10-2012,Minneapolis,few clouds
22-10-2012,Saint Louis,sky is clear
22-10-2012,Chicago,mist
22-10-2012,Nashville,sky is clear
22-10-2012,Indianapolis,fog
22-10-2012,Atlanta,sky is clear
22-10-2012,Detroit,sky is clear
22-10-2012,Jacksonville,sky is clear
22-10-2012,Charlotte,sky is clear
22-10-2012,Miami,scattered clouds
22-10-2012,Pittsburgh,overcast clouds
22-10-2012,Toronto,sky is clear
22-10-2012,Philadelphia,scattered clouds
22-10-2012,New York,scattered clouds
22-10-2012,Montreal,few clouds
22-10-2012,Boston,sky is clear
22-10-2012,Beersheba,sky is clear
22-10-2012,Tel Aviv District,sky is clear
22-10-2012,Eilat,overcast clouds
22-10-2012,Haifa,sky is clear
22-10-2012,Nahariyya,sky is clear
22-10-2012,Jerusalem,sky is clear
23-10-2012,Vancouver,sky is clear
23-10-2012,Portland,light rain
23-10-2012,San Francisco,light rain
23-10-2012,Seattle,overcast clouds
23-10-2012,Los Angeles,overcast clouds
23-10-2012,San Diego,broken clouds
23-10-2012,Las Vegas,sky is clear
23-10-2012,Phoenix,scattered clouds
23-10-2012,Albuquerque,scattered clouds
23-10-2012,Denver,sky is clear
23-10-2012,San Antonio,scattered clouds
23-10-2012,Dallas,few clouds
23-10-2012,Houston,few clouds
23-10-2012,Kansas City,overcast clouds
23-10-2012,Minneapolis,overcast clouds
23-10-2012,Saint Louis,overcast clouds
23-10-2012,Chicago,few clouds
23-10-2012,Nashville,scattered clouds
23-10-2012,Indianapolis,overcast clouds
23-10-2012,Atlanta,sky is clear
23-10-2012,Detroit,sky is clear
23-10-2012,Jacksonville,few clouds
23-10-2012,Charlotte,mist
23-10-2012,Miami,scattered clouds
23-10-2012,Pittsburgh,sky is clear
23-10-2012,Toronto,sky is clear
23-10-2012,Philadelphia,sky is clear
23-10-2012,New York,sky is clear
23-10-2012,Montreal,few clouds
23-10-2012,Boston,sky is clear
23-10-2012,Beersheba,sky is clear
23-10-2012,Tel Aviv District,sky is clear
23-10-2012,Eilat,sky is clear
23-10-2012,Haifa,sky is clear
23-10-2012,Nahariyya,sky is clear
23-10-2012,Jerusalem,sky is clear
24-10-2012,Vancouver,sky is clear
24-10-2012,Portland,broken clouds
24-10-2012,San Francisco,broken clouds
24-10-2012,Seattle,light rain
24-10-2012,Los Angeles,overcast clouds
24-10-2012,San Diego,broken clouds
24-10-2012,Las Vegas,sky is clear
24-10-2012,Phoenix,few clouds
24-10-2012,Albuquerque,sky is clear
24-10-2012,Denver,scattered clouds
24-10-2012,San Antonio,overcast clouds
24-10-2012,Dallas,few clouds
24-10-2012,Houston,fog
24-10-2012,Kansas City,overcast clouds
24-10-2012,Minneapolis,mist
24-10-2012,Saint Louis,sky is clear
24-10-2012,Chicago,mist
24-10-2012,Nashville,sky is clear
24-10-2012,Indianapolis,overcast clouds
24-10-2012,Atlanta,sky is clear
24-10-2012,Detroit,overcast clouds
24-10-2012,Jacksonville,few clouds
24-10-2012,Charlotte,scattered clouds
24-10-2012,Miami,broken clouds
24-10-2012,Pittsburgh,overcast clouds
24-10-2012,Toronto,mist
24-10-2012,Philadelphia,light rain
24-10-2012,New York,light rain
24-10-2012,Montreal,few clouds
24-10-2012,Boston,sky is clear
24-10-2012,Beersheba,sky is clear
24-10-2012,Tel Aviv District,sky is clear
24-10-2012,Eilat,sky is clear
24-10-2012,Haifa,sky is clear
24-10-2012,Nahariyya,sky is clear
24-10-2012,Jerusalem,sky is clear
25-10-2012,Vancouver,sky is clear
25-10-2012,Portland,light rain
25-10-2012,San Francisco,broken clouds
25-10-2012,Seattle,overcast clouds
25-10-2012,Los Angeles,sky is clear
25-10-2012,San Diego,broken clouds
25-10-2012,Las Vegas,sky is clear
25-10-2012,Phoenix,sky is clear
25-10-2012,Albuquerque,few clouds
25-10-2012,Denver,overcast clouds
25-10-2012,San Antonio,overcast clouds
25-10-2012,Dallas,scattered clouds
25-10-2012,Houston,scattered clouds
25-10-2012,Kansas City,scattered clouds
25-10-2012,Minneapolis,mist
25-10-2012,Saint Louis,sky is clear
25-10-2012,Chicago,few clouds
25-10-2012,Nashville,scattered clouds
25-10-2012,Indianapolis,overcast clouds
25-10-2012,Atlanta,sky is clear
25-10-2012,Detroit,overcast clouds
25-10-2012,Jacksonville,mist
25-10-2012,Charlotte,sky is clear
25-10-2012,Miami,light rain
25-10-2012,Pittsburgh,sky is clear
25-10-2012,Toronto,sky is clear
25-10-2012,Philadelphia,few clouds
25-10-2012,New York,mist
25-10-2012,Montreal,light rain
25-10-2012,Boston,overcast clouds
25-10-2012,Beersheba,sky is clear
25-10-2012,Tel Aviv District,sky is clear
25-10-2012,Eilat,sky is clear
25-10-2012,Haifa,sky is clear
25-10-2012,Nahariyya,sky is clear
25-10-2012,Jerusalem,sky is clear
26-10-2012,Vancouver,sky is clear
26-10-2012,Portland,light rain
26-10-2012,San Francisco,light rain
26-10-2012,Seattle,overcast clouds
26-10-2012,Los Angeles,sky is clear
26-10-2012,San Diego,sky is clear
26-10-2012,Las Vegas,sky is clear
26-10-2012,Phoenix,sky is clear
26-10-2012,Albuquerque,sky is clear
26-10-2012,Denver,mist
26-10-2012,San Antonio,overcast clouds
26-10-2012,Dallas,few clouds
26-10-2012,Houston,few clouds
26-10-2012,Kansas City,overcast clouds
26-10-2012,Minneapolis,light rain
26-10-2012,Saint Louis,sky is clear
26-10-2012,Chicago,light rain
26-10-2012,Nashville,sky is clear
26-10-2012,Indianapolis,scattered clouds
26-10-2012,Atlanta,sky is clear
26-10-2012,Detroit,sky is clear
26-10-2012,Jacksonville,fog
26-10-2012,Charlotte,sky is clear
26-10-2012,Miami,light rain
26-10-2012,Pittsburgh,sky is clear
26-10-2012,Toronto,mist
26-10-2012,Philadelphia,mist
26-10-2012,New York,mist
26-10-2012,Montreal,broken clouds
26-10-2012,Boston,overcast clouds
26-10-2012,Beersheba,sky is clear
26-10-2012,Tel Aviv District,few clouds
26-10-2012,Eilat,sky is clear
26-10-2012,Haifa,sky is clear
26-10-2012,Nahariyya,sky is clear
26-10-2012,Jerusalem,sky is clear
27-10-2012,Vancouver,sky is clear
27-10-2012,Portland,overcast clouds
27-10-2012,San Francisco,sky is clear
27-10-2012,Seattle,overcast clouds
27-10-2012,Los Angeles,sky is clear
27-10-2012,San Diego,sky is clear
27-10-2012,Las Vegas,sky is clear
27-10-2012,Phoenix,sky is clear
27-10-2012,Albuquerque,sky is clear
27-10-2012,Denver,mist
27-10-2012,San Antonio,overcast clouds
27-10-2012,Dallas,overcast clouds
27-10-2012,Houston,overcast clouds
27-10-2012,Kansas City,overcast clouds
27-10-2012,Minneapolis,overcast clouds
27-10-2012,Saint Louis,overcast clouds
27-10-2012,Chicago,light rain
27-10-2012,Nashville,overcast clouds
27-10-2012,Indianapolis,overcast clouds
27-10-2012,Atlanta,sky is clear
27-10-2012,Detroit,scattered clouds
27-10-2012,Jacksonville,mist
27-10-2012,Charlotte,mist
27-10-2012,Miami,light rain
27-10-2012,Pittsburgh,sky is clear
27-10-2012,Toronto,sky is clear
27-10-2012,Philadelphia,overcast clouds
27-10-2012,New York,overcast clouds
27-10-2012,Montreal,sky is clear
27-10-2012,Boston,moderate rain
27-10-2012,Beersheba,sky is clear
27-10-2012,Tel Aviv District,scattered clouds
27-10-2012,Eilat,sky is clear
27-10-2012,Haifa,sky is clear
27-10-2012,Nahariyya,sky is clear
27-10-2012,Jerusalem,sky is clear
28-10-2012,Vancouver,sky is clear
28-10-2012,Portland,moderate rain
28-10-2012,San Francisco,few clouds
28-10-2012,Seattle,overcast clouds
28-10-2012,Los Angeles,sky is clear
28-10-2012,San Diego,sky is clear
28-10-2012,Las Vegas,sky is clear
28-10-2012,Phoenix,sky is clear
28-10-2012,Albuquerque,sky is clear
28-10-2012,Denver,mist
28-10-2012,San Antonio,overcast clouds
28-10-2012,Dallas,sky is clear
28-10-2012,Houston,mist
28-10-2012,Kansas City,sky is clear
28-10-2012,Minneapolis,overcast clouds
28-10-2012,Saint Louis,sky is clear
28-10-2012,Chicago,scattered clouds
28-10-2012,Nashville,overcast clouds
28-10-2012,Indianapolis,overcast clouds
28-10-2012,Atlanta,scattered clouds
28-10-2012,Detroit,scattered clouds
28-10-2012,Jacksonville,overcast clouds
28-10-2012,Charlotte,overcast clouds
28-10-2012,Miami,light rain
28-10-2012,Pittsburgh,overcast clouds
28-10-2012,Toronto,overcast clouds
28-10-2012,Philadelphia,overcast clouds
28-10-2012,New York,overcast clouds
28-10-2012,Montreal,sky is clear
28-10-2012,Boston,mist
28-10-2012,Beersheba,sky is clear
28-10-2012,Tel Aviv District,scattered clouds
28-10-2012,Eilat,sky is clear
28-10-2012,Haifa,sky is clear
28-10-2012,Nahariyya,sky is clear
28-10-2012,Jerusalem,sky is clear
29-10-2012,Vancouver,sky is clear
29-10-2012,Portland,light rain
29-10-2012,San Francisco,fog
29-10-2012,Seattle,mist
29-10-2012,Los Angeles,sky is clear
29-10-2012,San Diego,scattered clouds
29-10-2012,Las Vegas,sky is clear
29-10-2012,Phoenix,sky is clear
29-10-2012,Albuquerque,few clouds
29-10-2012,Denver,scattered clouds
29-10-2012,San Antonio,overcast clouds
29-10-2012,Dallas,sky is clear
29-10-2012,Houston,overcast clouds
29-10-2012,Kansas City,sky is clear
29-10-2012,Minneapolis,overcast clouds
29-10-2012,Saint Louis,sky is clear
29-10-2012,Chicago,broken clouds
29-10-2012,Nashville,overcast clouds
29-10-2012,Indianapolis,overcast clouds
29-10-2012,Atlanta,overcast clouds
29-10-2012,Detroit,scattered clouds
29-10-2012,Jacksonville,few clouds
29-10-2012,Charlotte,overcast clouds
29-10-2012,Miami,scattered clouds
29-10-2012,Pittsburgh,mist
29-10-2012,Toronto,sky is clear
29-10-2012,Philadelphia,overcast clouds
29-10-2012,New York,overcast clouds
29-10-2012,Montreal,sky is clear
29-10-2012,Boston,mist
29-10-2012,Beersheba,sky is clear
29-10-2012,Tel Aviv District,sky is clear
29-10-2012,Eilat,sky is clear
29-10-2012,Haifa,sky is clear
29-10-2012,Nahariyya,sky is clear
29-10-2012,Jerusalem,sky is clear
30-10-2012,Vancouver,sky is clear
30-10-2012,Portland,light rain
30-10-2012,San Francisco,mist
30-10-2012,Seattle,overcast clouds
30-10-2012,Los Angeles,sky is clear
30-10-2012,San Diego,scattered clouds
30-10-2012,Las Vegas,sky is clear
30-10-2012,Phoenix,sky is clear
30-10-2012,Albuquerque,scattered clouds
30-10-2012,Denver,broken clouds
30-10-2012,San Antonio,sky is clear
30-10-2012,Dallas,scattered clouds
30-10-2012,Houston,mist
30-10-2012,Kansas City,overcast clouds
30-10-2012,Minneapolis,few clouds
30-10-2012,Saint Louis,sky is clear
30-10-2012,Chicago,few clouds
30-10-2012,Nashville,sky is clear
30-10-2012,Indianapolis,few clouds
30-10-2012,Atlanta,overcast clouds
30-10-2012,Detroit,light rain
30-10-2012,Jacksonville,few clouds
30-10-2012,Charlotte,light rain
30-10-2012,Miami,scattered clouds
30-10-2012,Pittsburgh,mist
30-10-2012,Toronto,light rain
30-10-2012,Philadelphia,mist
30-10-2012,New York,moderate rain
30-10-2012,Montreal,sky is clear
30-10-2012,Boston,mist
30-10-2012,Beersheba,sky is clear
30-10-2012,Tel Aviv District,sky is clear
30-10-2012,Eilat,sky is clear
30-10-2012,Haifa,sky is clear
30-10-2012,Nahariyya,sky is clear
30-10-2012,Jerusalem,sky is clear
31-10-2012,Vancouver,sky is clear
31-10-2012,Portland,moderate rain
31-10-2012,San Francisco,mist
31-10-2012,Seattle,overcast clouds
31-10-2012,Los Angeles,haze
31-10-2012,San Diego,mist
31-10-2012,Las Vegas,sky is clear
31-10-2012,Phoenix,sky is clear
31-10-2012,Albuquerque,sky is clear
31-10-2012,Denver,scattered clouds
31-10-2012,San Antonio,sky is clear
31-10-2012,Dallas,sky is clear
31-10-2012,Houston,sky is clear
31-10-2012,Kansas City,sky is clear
31-10-2012,Minneapolis,overcast clouds
31-10-2012,Saint Louis,sky is clear
31-10-2012,Chicago,overcast clouds
31-10-2012,Nashville,sky is clear
31-10-2012,Indianapolis,light rain
31-10-2012,Atlanta,sky is clear
31-10-2012,Detroit,mist
31-10-2012,Jacksonville,sky is clear
31-10-2012,Charlotte,overcast clouds
31-10-2012,Miami,few clouds
31-10-2012,Pittsburgh,mist
31-10-2012,Toronto,mist
31-10-2012,Philadelphia,light rain
31-10-2012,New York,light rain
31-10-2012,Montreal,sky is clear
31-10-2012,Boston,light rain
31-10-2012,Beersheba,sky is clear
31-10-2012,Tel Aviv District,sky is clear
31-10-2012,Eilat,sky is clear
31-10-2012,Haifa,sky is clear
31-10-2012,Nahariyya,sky is clear
31-10-2012,Jerusalem,sky is clear
01-11-2012,Vancouver,sky is clear
01-11-2012,Portland,mist
01-11-2012,San Francisco,mist
01-11-2012,Seattle,mist
01-11-2012,Los Angeles,haze
01-11-2012,San Diego,haze
01-11-2012,Las Vegas,sky is clear
01-11-2012,Phoenix,sky is clear
01-11-2012,Albuquerque,sky is clear
01-11-2012,Denver,few clouds
01-11-2012,San Antonio,sky is clear
01-11-2012,Dallas,sky is clear
01-11-2012,Houston,mist
01-11-2012,Kansas City,sky is clear
01-11-2012,Minneapolis,sky is clear
01-11-2012,Saint Louis,sky is clear
01-11-2012,Chicago,overcast clouds
01-11-2012,Nashville,sky is clear
01-11-2012,Indianapolis,overcast clouds
01-11-2012,Atlanta,sky is clear
01-11-2012,Detroit,mist
01-11-2012,Jacksonville,scattered clouds
01-11-2012,Charlotte,broken clouds
01-11-2012,Miami,sky is clear
01-11-2012,Pittsburgh,mist
01-11-2012,Toronto,mist
01-11-2012,Philadelphia,overcast clouds
01-11-2012,New York,overcast clouds
01-11-2012,Montreal,mist
01-11-2012,Boston,mist
01-11-2012,Beersheba,sky is clear
01-11-2012,Tel Aviv District,sky is clear
01-11-2012,Eilat,sky is clear
01-11-2012,Haifa,sky is clear
01-11-2012,Nahariyya,sky is clear
01-11-2012,Jerusalem,sky is clear
02-11-2012,Vancouver,sky is clear
02-11-2012,Portland,light rain
02-11-2012,San Francisco,light rain
02-11-2012,Seattle,overcast clouds
02-11-2012,Los Angeles,mist
02-11-2012,San Diego,haze
02-11-2012,Las Vegas,sky is clear
02-11-2012,Phoenix,scattered clouds
02-11-2012,Albuquerque,sky is clear
02-11-2012,Denver,overcast clouds
02-11-2012,San Antonio,sky is clear
02-11-2012,Dallas,sky is clear
02-11-2012,Houston,fog
02-11-2012,Kansas City,sky is clear
02-11-2012,Minneapolis,overcast clouds
02-11-2012,Saint Louis,sky is clear
02-11-2012,Chicago,broken clouds
02-11-2012,Nashville,sky is clear
02-11-2012,Indianapolis,overcast clouds
02-11-2012,Atlanta,sky is clear
02-11-2012,Detroit,overcast clouds
02-11-2012,Jacksonville,sky is clear
02-11-2012,Charlotte,few clouds
02-11-2012,Miami,scattered clouds
02-11-2012,Pittsburgh,light rain
02-11-2012,Toronto,overcast clouds
02-11-2012,Philadelphia,broken clouds
02-11-2012,New York,few clouds
02-11-2012,Montreal,light rain
02-11-2012,Boston,sky is clear
02-11-2012,Beersheba,sky is clear
02-11-2012,Tel Aviv District,sky is clear
02-11-2012,Eilat,scattered clouds
02-11-2012,Haifa,sky is clear
02-11-2012,Nahariyya,sky is clear
02-11-2012,Jerusalem,sky is clear
03-11-2012,Vancouver,sky is clear
03-11-2012,Portland,mist
03-11-2012,San Francisco,scattered clouds
03-11-2012,Seattle,overcast clouds
03-11-2012,Los Angeles,mist
03-11-2012,San Diego,overcast clouds
03-11-2012,Las Vegas,sky is clear
03-11-2012,Phoenix,haze
03-11-2012,Albuquerque,sky is clear
03-11-2012,Denver,overcast clouds
03-11-2012,San Antonio,sky is clear
03-11-2012,Dallas,sky is clear
03-11-2012,Houston,fog
03-11-2012,Kansas City,sky is clear
03-11-2012,Minneapolis,few clouds
03-11-2012,Saint Louis,sky is clear
03-11-2012,Chicago,overcast clouds
03-11-2012,Nashville,scattered clouds
03-11-2012,Indianapolis,scattered clouds
03-11-2012,Atlanta,sky is clear
03-11-2012,Detroit,overcast clouds
03-11-2012,Jacksonville,sky is clear
03-11-2012,Charlotte,scattered clouds
03-11-2012,Miami,scattered clouds
03-11-2012,Pittsburgh,overcast clouds
03-11-2012,Toronto,overcast clouds
03-11-2012,Philadelphia,overcast clouds
03-11-2012,New York,overcast clouds
03-11-2012,Montreal,light rain
03-11-2012,Boston,sky is clear
03-11-2012,Beersheba,sky is clear
03-11-2012,Tel Aviv District,sky is clear
03-11-2012,Eilat,scattered clouds
03-11-2012,Haifa,sky is clear
03-11-2012,Nahariyya,sky is clear
03-11-2012,Jerusalem,sky is clear
04-11-2012,Vancouver,sky is clear
04-11-2012,Portland,mist
04-11-2012,San Francisco,scattered clouds
04-11-2012,Seattle,overcast clouds
04-11-2012,Los Angeles,haze
04-11-2012,San Diego,scattered clouds
04-11-2012,Las Vegas,sky is clear
04-11-2012,Phoenix,sky is clear
04-11-2012,Albuquerque,scattered clouds
04-11-2012,Denver,broken clouds
04-11-2012,San Antonio,scattered clouds
04-11-2012,Dallas,sky is clear
04-11-2012,Houston,mist
04-11-2012,Kansas City,sky is clear
04-11-2012,Minneapolis,overcast clouds
04-11-2012,Saint Louis,sky is clear
04-11-2012,Chicago,overcast clouds
04-11-2012,Nashville,scattered clouds
04-11-2012,Indianapolis,overcast clouds
04-11-2012,Atlanta,sky is clear
04-11-2012,Detroit,overcast clouds
04-11-2012,Jacksonville,sky is clear
04-11-2012,Charlotte,scattered clouds
04-11-2012,Miami,sky is clear
04-11-2012,Pittsburgh,overcast clouds
04-11-2012,Toronto,sky is clear
04-11-2012,Philadelphia,overcast clouds
04-11-2012,New York,overcast clouds
04-11-2012,Montreal,light rain
04-11-2012,Boston,sky is clear
04-11-2012,Beersheba,sky is clear
04-11-2012,Tel Aviv District,sky is clear
04-11-2012,Eilat,sky is clear
04-11-2012,Haifa,sky is clear
04-11-2012,Nahariyya,sky is clear
04-11-2012,Jerusalem,sky is clear
05-11-2012,Vancouver,sky is clear
05-11-2012,Portland,overcast clouds
05-11-2012,San Francisco,sky is clear
05-11-2012,Seattle,overcast clouds
05-11-2012,Los Angeles,sky is clear
05-11-2012,San Diego,mist
05-11-2012,Las Vegas,sky is clear
05-11-2012,Phoenix,sky is clear
05-11-2012,Albuquerque,sky is clear
05-11-2012,Denver,sky is clear
05-11-2012,San Antonio,sky is clear
05-11-2012,Dallas,sky is clear
05-11-2012,Houston,mist
05-11-2012,Kansas City,sky is clear
05-11-2012,Minneapolis,overcast clouds
05-11-2012,Saint Louis,mist
05-11-2012,Chicago,scattered clouds
05-11-2012,Nashville,scattered clouds
05-11-2012,Indianapolis,scattered clouds
05-11-2012,Atlanta,sky is clear
05-11-2012,Detroit,overcast clouds
05-11-2012,Jacksonville,mist
05-11-2012,Charlotte,scattered clouds
05-11-2012,Miami,sky is clear
05-11-2012,Pittsburgh,overcast clouds
05-11-2012,Toronto,sky is clear
05-11-2012,Philadelphia,overcast clouds
05-11-2012,New York,scattered clouds
05-11-2012,Montreal,sky is clear
05-11-2012,Boston,sky is clear
05-11-2012,Beersheba,sky is clear
05-11-2012,Tel Aviv District,sky is clear
05-11-2012,Eilat,sky is clear
05-11-2012,Haifa,sky is clear
05-11-2012,Nahariyya,sky is clear
05-11-2012,Jerusalem,sky is clear
06-11-2012,Vancouver,sky is clear
06-11-2012,Portland,sky is clear
06-11-2012,San Francisco,sky is clear
06-11-2012,Seattle,sky is clear
06-11-2012,Los Angeles,sky is clear
06-11-2012,San Diego,sky is clear
06-11-2012,Las Vegas,sky is clear
06-11-2012,Phoenix,sky is clear
06-11-2012,Albuquerque,sky is clear
06-11-2012,Denver,sky is clear
06-11-2012,San Antonio,sky is clear
06-11-2012,Dallas,sky is clear
06-11-2012,Houston,sky is clear
06-11-2012,Kansas City,sky is clear
06-11-2012,Minneapolis,sky is clear
06-11-2012,Saint Louis,sky is clear
06-11-2012,Chicago,sky is clear
06-11-2012,Nashville,sky is clear
06-11-2012,Indianapolis,sky is clear
06-11-2012,Atlanta,sky is clear
06-11-2012,Detroit,sky is clear
06-11-2012,Jacksonville,sky is clear
06-11-2012,Charlotte,sky is clear
06-11-2012,Miami,sky is clear
06-11-2012,Pittsburgh,sky is clear
06-11-2012,Toronto,sky is clear
06-11-2012,Philadelphia,sky is clear
06-11-2012,New York,sky is clear
06-11-2012,Montreal,sky is clear
06-11-2012,Boston,sky is clear
06-11-2012,Beersheba,sky is clear
06-11-2012,Tel Aviv District,sky is clear
06-11-2012,Eilat,sky is clear
06-11-2012,Haifa,sky is clear
06-11-2012,Nahariyya,sky is clear
06-11-2012,Jerusalem,sky is clear
07-11-2012,Vancouver,sky is clear
07-11-2012,Portland,mist
07-11-2012,San Francisco,sky is clear
07-11-2012,Seattle,overcast clouds
07-11-2012,Los Angeles,sky is clear
07-11-2012,San Diego,mist
07-11-2012,Las Vegas,sky is clear
07-11-2012,Phoenix,sky is clear
